Title,Publish Date,View Count,Like Count,Dislike Count
Bioflok fish farming system Sylhet,30-Sep-20,108,3,0
Biofloc fish farming in Bangladesh,23-Oct-19,"2,650",48,3
কি ভাবে বাড়ির ছাদে বায়োফ্লক মাছ চাষ করব-Roof biofloc fish farming free training -IT Care Bangla,1-Nov-20,"2,214",58,0
কোন প্রোবায়োটিক বায়োফ্লকে  ব্যবহার করা ভাল?Which Probiotic should we use in Biofloc fish farming,1-Feb-20,"1,960",24,3
বায়োফ্লকে মাছ চাষ শিখতে এই ভিডিওটিই যথেষ্ট Biofloc fish farming,8-Sep-20,"33,180",862,49
Visitor from RDA Bogra.,27-Feb-21,268,4,0
How to get probiotic in Bangladesh। কিভাবে প্রোবায়টিক সংগ্রহ করবেন।Biofloc fish farming bangladesh।,8-Sep-19,"1,588",49,0
Update of Akota Agro Biofloc fish farm at Noyanagar Uttara Dhaka. ( new project setup ),16-May-21,"1,167",50,2
"biofloc fish culture, update koi fish.আমার কৈ মাছের আপডেট, কৈ মাছ চাষ করতে,",,"5,826",168,6
Biofloc Fish Farming in Winter  || শীতকালে তাপমাত্রা নিয়ন্ত্রন|| বায়োফ্লক সিস্টেম,8-Jan-20,"31,539",1.1K,35
দেশী মাগুর চাষ পদ্ধতি ll Biofloc fish farming Bangladesh ll ECC news bd.,"Premiered Jul 11, 2020","3,704",92,7
Eel Fish farm in Bangladesh।,16-Feb-19,"46,282",287,27
নরসিংদীতে শোল মাছ চাষ - snakehead fish farming in bangladesh,29-Feb-20,"980,854",11K,852
52days koi update biofloc fish farming/ kalna biofloc fish farming,7-Nov-19,"8,093",126,16
বরিশালে শিল্প উদ্যোক্তার বায়োফ্লক প্রজেক্ট।  শিং মাছ চাষে সফল উদ্যোক্তা||Biofloc fish farming in BD,11-Jan-21,"9,388",435,16
"Biofloc fishing project এর update at 27th October, 01304237253",28-Oct-19,"2,172",37,8
প্লাস্টিক ড্রামে ভিয়েতনামী কৈ|| অবিশ্বাস্য ফলাফল|| Biofloc in Plastic Drum!!!!,"Premiered Aug 30, 2020","7,645",164,11
beijing duck farming in bangladesh,20-Oct-20,"131,657",2.3K,128
চার মাসে কৈ মাছের ওজন দেখুন || koi Fish Update || Fish Farming in West Bengal,21-Mar-20,"12,098",278,25
3 month koi fish harvesting/kalna biofloc fish farming,19-Dec-19,"15,159",133,27
বায়োফ্লক পদ্ধতিতে শোল মাছের চাষ | Snakehead Fish Farming in Tank,8-Nov-19,"56,045",176,40
"Biofloc Tilapia fish harvesting 1 mon, Gazipur.  2020",28-Sep-20,"3,305",67,13
"NO Ras No Biofloc Ala's Method of Easy indoor fish farming BD আলা,স পদ্ধতিতে সহজ মাছ চাষ",31-Oct-19,"21,933",419,17
Biofloc fish farming Bd,5-Apr-19,198,4,0
biofloc fish farming,3-Feb-19,"161,304",1.2K,102
No Ras No Biofloc আলাস পদ্ধতিতে সহজ মাছ চাষ Alas Method Of Easy Fish Farming BD,11-Feb-20,"10,669",LIKE,DISLIKE
CP-1000 Unboxing ll ইন্টেক প‍্যাকেটে কি কি থাকে ll Biofloc fish farming Bangladesh ll ECC news bd.,"Premiered Sep 6, 2020","3,078",77,7
Biofloc Ras fish farming part 3,22-Jul-20,461,8,0
London Bangla visit to a live fish farm,12-Jan-15,"14,709",110,13
Biofloc fish farming in #Bangladesh (ভিডিও নঃ- ১৩),9-Feb-19,"5,373",104,4
পাবদা মাছ চাষ। যোগাযোগঃ 01753-371806. Pabda fish farming in Bangladesh,9-Apr-21,"6,653",174,17
No Ras No Biofloc Alas Method Of Easy Fish Farming BD আলাস পদ্ধতিতে সহজ মাছ চাষ,16-Feb-20,"9,999",195,5
Vietnam koi fish growth in 40 days | 40 দিনের মধ্যে ভিয়েতনাম কৈ মাছের বৃদ্ধি,12-Jul-20,"2,287",24,3
"বায়োফ্লকে PH, TDS, DO, Ammonia কিভাবে কন্ট্রোল করবেন! Biofloc fish farming",4-Sep-20,"11,918",370,13
হারভেস্টিং এর A to Z (খরচ ও লাভ) || Biofloc Full Harvesting || Biofloc fish firming in West Bengal,7-Apr-20,"15,673",408,48
Hesy Aquaculture B.V. Sturgeon Fish Farm in Azerbaijan,16-Feb-20,"753,524",LIKE,DISLIKE
Biofloc Fish Farming training in Bogura || বায়োফ্লক এর বিজ্ঞানভিত্তিক ট্রেনিং,30-Jan-20,"4,931",131,14
Catfish farming at home use water flow || Fish farming at home in water tank || Easy fish farming,22-Jun-20,"51,941",370,37
মনোসেক্স তেলাপিয়ার গ্রোথ আপডেট| Don't do this |Monosex tilapia farming |The Roshik Bangali ||,30-Jun-20,"29,272",550,51
Biofloc Lose Or Profit ?? Biofloc fish farming india,29-Jul-20,"5,799",195,24
Biofloc fish farming Bangladesh ll বায়োফ্লকে মাছকে পানা খাওয়ানোর পদ্ধতি ll ECC news bd.,"Premiered May 12, 2020","5,707",151,6
Biofloc fish farming in Bangladesh। probiotic। #unboxing#online#order প্রোবায়োটিক  বাংলাদেশ।।,13-Sep-19,"4,757",64,7
Biofloc koi fish harvest by Romel Agro Bangladesh,30-Nov-19,"16,699",339,20
"Biofloc System in bd, Biofloc Fish Farming in Bangladesh, Biofloc Training in Bangladesh, Biofloc bd",15-Sep-19,"16,692",336,16
"biofloc fish tank outlet biofloc cement tank outlet pipe setup, biofloc filter [ New Tips 2020]",28-Jul-20,"12,017",183,21
Biofloc fish farming in Bangladesh,5-Nov-19,935,21,1
"Commercial Biofloc Shrimp/ Fish Pond in Bangladesh, Biofloc Shrimp Harvest, Commercial Biofloc in BD","Streamed live on Feb 28, 2020","1,793",27,4
How to make profit Desi Singi and Magur farming in Biofloc| profit 50% above,21-Mar-21,"2,556",76,9
নতুন উদ্যোক্তার বায়োফ্লক পদ্ধতিতে মাছ চাষ | Biofloc mach chas | Biofloc fish farming in bangladesh,13-Jun-20,"15,119",352,17
"Biofloc Shrimp Project, Biofloc Fish Farming System in Bangladesh, Pond Biofloc in bd, Pond Biofloc","Streamed live on Jan 6, 2020","7,078",133,19
biofloc pabda first time harvest in bd ( part - 1 ),3-May-20,"18,498",466,27
Roots Blower Price in BD | মানসম্মত রিং ব্লোয়ার এবং রুটস ব্লোয়ার এয়ার পাম্প কিনুন ন্যায্য দামে,25-Jan-21,"3,448",95,6
Biofloc fish farming in Bangladesh,20-Nov-19,"3,127",78,1
"Biofloc Fish Farming System in Bangladesh, Nano Bubble Tube for Biofloc Fish Farming System","Streamed live on Jan 26, 2020","2,215",30,4
বায়োফ্লক শুরু করতে পারবেন আজই ! - Small Air Pump for Biofloc (For Experiment or Small Project),2-Nov-19,"21,080",438,30
Biofloc Fish Farming Bangladesh,"Premiered Dec 12, 2018","4,234",131,6
Biofloc fish tank making || ট্যাঙ্ক তৈরির সমস্ত তথ্য || tank setup ||,14-Sep-19,"63,008",775,53
biofloc tank volume । বায়োফ্লক ট্যাংকের পরিমাপ,27-Jul-20,"54,277",2.2K,87
Biofloc Ras fish farming bd,23-Jul-20,330,10,0
How to make FCO? ll How to start a new biofloc fish farming in bangla.,19-Jan-20,"17,833",720,30
Biofloc fish farming in Bangladesh,19-Nov-19,"1,898",41,0
বায়োফ্লক সেটাপ খরচ || biofloc setup cost,8-Oct-19,"51,929",1K,56
বায়োফ্লক | রিং ব্লোয়ার-মিটার-কিট-তারপলিন-পাইপ | Biofloc Machine and Meter Wholesale Market . Hat bd,20-Feb-21,"3,215",59,4
Biofloc training Part- 3 | 100% Ammonia Control CN Ratio | bd biofloc fish farming in bangladesh,2-Oct-19,"105,507",4.6K,241
biofloc success story in bangladesh (first commercial project in bangladesh),14-Apr-19,"7,509",151,10
"biofloc bangladesh #make biofloc probiotic at home, #বায়োফ্লক প্রোবায়োটিক",23-Sep-19,"7,094",146,16
Biofloc Fish Farming Training Part 01 .. Bangla,15-May-19,"38,463",616,40
"biofloc tank set up update,Biofloc fish farming in Bangladesh,বায়োফ্লক ট্যাংক তৈরি  করুন  অল্প খরচে",,"12,078",186,9
"Biofloc Bangla PDF , বায়োফ্লক ট্রেনিং PDF বই কিনে মাছ চাষ   l Biofloc in India l Pat - 02",28-Sep-19,"7,429",124,24
বায়োফ্লক এয়ার পাম্প - Biofloc Air Pump | Biofloc Air Pump Price in Bangladesh,4-Jul-20,"2,201",52,7
Biofloc ACO006 Air pump easy setup step by step#Aeration proces|How to connect air pump for ariation,27-Mar-20,"140,465",2K,124
"biofloc ( বায়োফ্লক) পদ্ধতিতে মাছ চাষ করার জন্য এই 750W, mini generator  যথেষ্ট।",5-Mar-19,"79,799",1.1K,104
Wave Maker in Biofloc | পানিতে স্রোত তৈরি করার মেশিন | BD Biofloc Fish Farming,16-Nov-20,"1,831",48,6
পলিপন্ড বটম ক্লিন l How To Making Bottom Clean poly pond fish farm. Agro Tech Bd-Call-01823867027,6-Mar-20,"22,565",347,13
All biofloc 30.000 Liter cement Tank complete,21-Apr-20,"1,246,868",9.1K,750
বায়োফ্লোক শুরু করুন আরো সাশ্রয়ী দামে ।  3 Digit TDS Meter | Biofloc Equipment in Bangladesh,9-Oct-19,"2,127",21,15
"Biofloc Fish Pond Harvesting, Biofloc Shrimp Pond Harvest, Biofloc Farm in BD",,"5,132",124,10
Comertial Bioflock project in Tangail।।biofloc fish farming in Bangladesh.,1-Mar-20,"6,874",184,9
Biofloc online training part 1 | biofloc fish farming in kolkata | biofloc small tank,6-Oct-19,"59,357",1.1K,166
Biofloc pabda harvest first time in bd ( part - 2 ),4-May-20,"19,561",451,18
Biofloc  tarpaulin setup | তারপলিন বিছানো | biofloc tarpaulin in Bangladesh |  biofloc technology,"Premiered Nov 6, 2019","8,885",179,11
biofloc online training part - 3 || bd biofloc help center || biofloc fish farming in bangladesh,27-Oct-19,"33,720",1K,33
Biofloc fish disease natural treatment by Romel Agro Bangladesh,24-Dec-19,"6,625",314,2
বায়োফ্লক পদ্ধতিতে মাছ চাষ এখন কসবায় || একজন সফল বায়োফ্লক উদ্যোক্তা || Biofloc success man in BD,28-Oct-20,"40,603",1K,51
Biofloc water preparation part 1 | Biofloc water preparation Bangla | Water preparation for Biofloc.,6-Jun-20,"6,695",250,16
"বায়োফ্লকে রুই মাছ চাষ,Biofloc ‍A to z fish farming in Bangladesh,সহজ পদ্মাধতিতে মাছ চাষ ,01705483675",25-Feb-21,"1,140",40,2
#biofloc যেভাবে বায়োফ্লোক সিলিন্ডার বানাবেন How to make a biofloc cylinder,27-Dec-19,"93,531",1.7K,113
Biofloc online training part-2 | FCO কি | FCO কিভাবে তৈরি করবেন | Biofloc fish farming in Bangladesh,30-Sep-19,"75,225",3.8K,167
How To Control PH In Biofloc | Biofloc Fish Farming | Biofloc In Bengali,15-Aug-19,"15,905",808,27
বায়োফ্লক পদ্ধতিতে সফল কেরানীগঞ্জের মিজান ভাই | Biofloc fish farming in bangladesh |,1-Jan-21,"6,167",193,7
"#Biofloc Bangla PDF Free , বায়োফ্লক ট্রেনিং PDF Free    l Biofloc in India l",3-Oct-19,"3,723",100,10
এয়ার পাম্প বর্তমান মূল্য Biofloc Air Pump Price in Bangladesh,18-Jan-21,"2,445",54,6
"RAS fish farming equipment supplier in Bangladesh, Tarpaulin Tank for Biofloc Fish Farming",7-Jun-18,"7,252",70,6
biofloc tank select | ট্যাঙ্ক নির্বাচন । biofloc fish farming | bangla,21-Mar-21,372,15,1
Biofloc Bangla Book PDF Free Downlod || বায়োফ্লক বই পিডিএফ (২য় সংস্করণ),30-Apr-20,"18,970",2.3K,65
Biofloc fish farming in #Bangladesh (ভিডিও নঃ-১৭)  (কই মাছ হারভেস্ট করার ভিডিও),12-Apr-19,"71,586",1K,34
Do meter Calibration in bangla | Ezodo 7031 Do meter | bd biofloc help center | bd biofloc,12-Jan-21,"2,296",73,0
বায়োফ্লকের জন্য কিভাবে FCO তৈরি করবেন || How to Prepare FCO for Biofloc Fish Farming,22-Dec-19,"72,903",1.6K,95
"বায়োফ্লোক চাষে সফল বরিশালের সুলতান সাহেব || biofloc fish farming in Borishal, Bangladesh",6-Oct-19,"72,632",1.3K,62
Biofloc fish farming in Bangladesh,8-Mar-19,"2,734",51,1
Biofloc में मछली का साईज (Size)कितना हो सकता है देखिये.,,"2,334,775",24K,1.8K
TDS meter কিনবেন নাকি Salinity meter কিনবেন? | biofloc fish farming in Bangladesh | biofloc | part-4,5-Oct-19,"31,040",1.1K,50
সহজে বায়োফ্লক পদ্ধতিতে মাছ চাষ | Biofloc Fish Farming in Bangladesh | Safollo Kotha Ep 206,21-Apr-20,"280,973",6.5K,302
বায়োফ্লক কি | বায়োফ্লক কিভাবে তৈরি করা হয় | what is biofloc technology,30-Jun-20,"7,192",435,17
বায়োফ্লক পদ্ধতি মাছ চাষের নতুন দিগন্ত - biofloc fish farming in bangladesh,2-Nov-19,"409,358",7.9K,398
"Fish Pond Jet Aerator Bangladesh, Pond Biofloc Aerator Machine Supplier in Bangladesh",3-Sep-18,"7,782",61,8
কোরিয়ান পিভিসি কোটেট ত্রিপল মাছের ট্যাংক PVC Korean Biofloc Fish Tank in BD PVC Coated Tarpaulin,27-Sep-20,"5,701",167,11
Best Air  Pump for BIofloc HJB-120 - 01863169707 || Biofloc in Bangladesh || BD Fish Farm,28-Dec-19,"3,010",34,0
Biofloc Fish Farming | Biofloc Training Part-1 | বায়োফ্লক ট্রেনিং পর্ব-০১  |Biofloc Institute,22-Feb-20,"11,293",427,17
Biofloc Dc Air Pump Hailea ACO-007 Price in Bangladesh,5-Mar-20,"9,800",128,6
বায়োফ্লক পদ্ধতিতে নতুন সংযোজন||কম খরচে বায়োফ্লকে মিশ্র পদ্ধতিতে মাছ চাষ| Biofloc fish farming in BD,3-Nov-20,"147,989",3.1K,164
Terpulin on Biofloc Aquaculture Bangladesh || 6000 liter Biofloc Tank,29-Aug-19,700,5,0
বায়োফ্লকে শিং মাছ চাষে ব্যার্থ যারা || Biofloc fish farming in Bangladesh || Cat fish farming,28-Dec-20,697,32,3
বায়োফ্লোক অনলাইন ট্রেইনিং পর্ব - ২ | biofloc fish farming | biofloc fish farming in bangladesh | bd,3-Feb-20,"164,473",6.5K,196
বায়োফ্লক পদ্ধতীতে এক মৌসুমে তাক লাগানো মাছ উৎপাদন | Biofloc Fishing | Biofloc Harvesting in BD|,18-Jun-20,"122,126",2.5K,126
Biofloc oxygen control || biofloc fish farming in Bangladesh || biofloc oxygen setup || biofloc,11-Aug-20,685,19,4
Biofloc Bangladesh,17-Jul-20,93,8,0
biofloc fish farming in bangladesh । সরকারিভাবে বায়োফ্লক ট্রেনিং হচ্ছে,21-Nov-19,"17,219",344,28
বায়োফ্লক পদ্ধতিতে মৎস্য চাষ করে সফল পঞ্চগড়ের সজল সাহেব | Biofloc fish farming,29-Nov-19,"52,721",1K,57
